"LICENCE
REF","LICENCE
TYPE",ISSUE DATE,"EXPIRY
DATE","PLATE
NO",make,vrm,FUEL TYPE,"DATE VEHICLE
REGISTERED","LICENSED
TO CARRY","WHEELCHAIR
ACCESSIBLE","TAILGATE
LIFT",EXECUTIVE,page
161929,"PRIVATE
HIRE",27/11/2023,26/05/2024,4313,"VAUXHALL ASTRA
DESIGN",LM67 RZE,DIESEL,18/12/2017,4,NO,NO,,24
161997,"PRIVATE
HIRE",02/04/2024,30/10/2024,4314,VW SHARAN S,GD68 MYT,DIESEL,22/01/2019,6,NO,NO,,24
161999,"PRIVATE
HIRE",20/11/2023,19/05/2024,4315,HYUNDAI IONIQ,VO18 DCY,HYBRID,30/04/2018,4,NO,NO,,24
"LICENCE
REF","LICENCE
TYPE",ISSUE DATE,"EXPIRY
DATE","PLATE
NO",VEHICLE TYPE,REG,FUEL TYPE,"DATE VEHICLE
REGISTERED","LICENSED
TO CARRY","WHEELCHAIR
ACCESSIBLE","TAILGATE
LIFT",EXECUTIVE,25
162043,"PRIVATE
HIRE",18/12/2023,17/06/2024,4316,HYUNDAI IONIQ,YX20 RZP,HYBRID,18/03/2020,4,NO,NO,,25
162135,"PRIVATE
HIRE",07/11/2023,19/05/2024,4318,FORD TOURNEO,NK20 NMJ,DIESEL,13/03/2020,4,NO,NO,,25
162128,"PRIVATE
HIRE",31/10/2023,15/05/2024,4321,SKODA OCTAVIA SE,GH19 AYX,DIESEL,09/07/2019,4,NO,NO,,25
162200,"PRIVATE
HIRE",14/11/2023,17/05/2024,4322,TOYOTA COROLLA,MC19 CVP,HYBRID,10/07/2019,4,NO,NO,,25
162393,"PRIVATE
HIRE",01/11/2023,29/05/2024,4323,HYUNDAI IONIQ,SL70 DBV,HYBRID,11/02/2021,4,NO,NO,,25
162442,"PRIVATE
HIRE",07/11/2023,17/05/2024,4324,HYUNDAI IONIQ,AV67 ZKH,HYBRID,23/12/2017,4,NO,NO,,25
162520,"PRIVATE
HIRE",21/11/2023,01/06/2024,4326,VW SHARAN,FA18 WKU,DIESEL,08/08/2018,6,NO,NO,,25
162643,"PRIVATE
HIRE",28/11/2023,02/06/2024,4329,SKODA OCTAVIA,DF17 ACX,DIESEL,28/06/2017,4,NO,NO,,25
162901,"PRIVATE
HIRE",19/12/2023,21/06/2024,4332,TOYOTA AURIS,FM18 VKZ,HYBRID,20/07/2018,4,NO,NO,,25
162966,"PRIVATE
HIRE",28/12/2023,05/07/2024,4334,SKODA OCTAVIA,BP18 WVU,DIESEL,31/08/2018,4,NO,NO,,25
163000,"PRIVATE
HIRE",09/01/2024,08/07/2024,4336,HYUNDAI IONIQ,LF21 VND,HYBRID,12/03/2021,4,NO,NO,,25
162907,"PRIVATE
HIRE",27/11/2023,08/06/2024,4337,VAUXHALL INSIGNIA,MT10 TEN,DIESEL,30/09/2018,4,NO,NO,YES,25
163136,"PRIVATE
HIRE",04/01/2024,06/07/2024,4339,TOYOTA COROLLA,ML71 EUX,HYBRID,22/12/2021,4,NO,NO,,25
163137,"PRIVATE
HIRE",25/01/2024,24/07/2024,4340,VAUXHALL ZAFIRA,SH18 WNM,PETROL,19/06/2018,6,NO,NO,,25
163244,"PRIVATE
HIRE",08/03/2024,09/09/2024,4341,TOYOTA COROLLA,MM71 KSK,HYBRID,04/01/2022,4,NO,NO,,25
163309,"PRIVATE
HIRE",17/01/2024,18/07/2024,4342,VW PASSAT,GH19 KZT,DIESEL,16/07/2019,4,NO,NO,,25
163274,"PRIVATE
HIRE",26/01/2024,25/07/2024,4343,SKODA OCTAVIA,FG68 NOF,DIESEL,10/10/2018,4,NO,NO,,25
163419,"PRIVATE
HIRE",19/01/2024,09/08/2024,4344,"TOYOTA PRIUS
BUSINESS ED",DE71 FFB,HYBRID,10/09/2021,4,NO,NO,,25
163374,"PRIVATE
HIRE",07/02/2024,20/08/2024,4347,FORD GALAXY ZETEC,YT18 WAU,DIESEL,01/03/2018,6,NO,NO,,25
163486,"PRIVATE
HIRE",30/10/2023,29/04/2024,4348,"VAUXHALL INSIGNIA
SRI",VU18 DDZ,DIESEL,18/03/2018,4,NO,NO,YES,25
"LICENCE
REF","LICENCE
TYPE",ISSUE DATE,"EXPIRY
DATE","PLATE
NO",VEHICLE TYPE,REG,FUEL TYPE,"DATE VEHICLE
REGISTERED","LICENSED
TO CARRY","WHEELCHAIR
ACCESSIBLE","TAILGATE
LIFT",EXECUTIVE,26
163495,"PRIVATE
HIRE",01/02/2024,03/08/2024,4349,SKODA OCTAVIA,OV19 XDO,PETROL,03/04/2019,4,NO,NO,,26
163517,"PRIVATE
HIRE",07/03/2024,29/09/2024,4350,"SEAT LEON SE
DYNAMIC",KP18 XCU,DIESEL,31/03/2018,4,NO,NO,,26
163560,"PRIVATE
HIRE",03/04/2024,03/10/2024,4351,TOYOTA AVENSIS,MX18 PXP,DIESEL,16/03/2018,4,NO,NO,,26
163576,"PRIVATE
HIRE",15/03/2024,20/09/2024,4353,"HYUNDAI IONIQ SE
HEV",GJ68 XRS,HYBRID,13/11/2018,4,NO,NO,,26
163595,"PRIVATE
HIRE",24/01/2024,09/08/2024,4355,"SKODA OCTAVIA SE
TECHNOLOGY",MM18 NYY,DIESEL,19/07/2018,4,NO,NO,,26
163678,"PRIVATE
HIRE",28/03/2024,03/10/2024,4356,KIA CEED,YB71 UBJ,PETROL,24/01/2022,4,NO,NO,YES,26
163459,"PRIVATE
HIRE",16/02/2024,15/08/2024,4357,"MERCEDES BENZ V250
D",MC11 MCT,DIESEL,29/05/2019,7,NO,NO,YES,26
163632,"PRIVATE
HIRE",07/02/2024,13/08/2024,4358,"SKODA OCTAVIA SE
TECHNOLOGY",MT18 YAO,DIESEL,25/06/2018,4,NO,NO,,26
163694,"PRIVATE
HIRE",30/01/2024,20/08/2024,4359,"FORD FOCUS ZETEC
EDITION",YM67 KZW,DIESEL,15/02/2018,4,NO,NO,,26
163734,"PRIVATE
HIRE",13/03/2024,22/09/2024,4360,KIA NIRO 2 HEV,LG21 WSF,HYBRID,30/04/2021,4,NO,NO,,26
163779,"PRIVATE
HIRE",18/01/2024,21/07/2024,4361,"HYUNDAI IONIQ SE
HEV S-A",CL19 AHO,HYBRID,30/07/2019,4,NO,NO,,26
163797,"PRIVATE
HIRE",18/03/2024,17/09/2024,4362,"RENAULT MEGANE
DYNAMIQUE",MJ17 TMV,DIESEL,22/05/2017,4,NO,NO,,26
163697,"PRIVATE
HIRE",20/03/2024,27/09/2024,4366,HYUNDAI IONIQ,WG68 PBO,HYBRID,29/12/2018,4,NO,NO,,26
163914,"PRIVATE
HIRE",14/02/2024,08/09/2024,4367,TOYOTA AURIS ICON,FN68 WYA,HYBRID,18/09/2018,4,NO,NO,,26
163705,"PRIVATE
HIRE",18/01/2024,17/07/2024,4368,TOYOTA COROLLA,MM71 OCS,HYBRID,11/02/2022,4,NO,NO,,26
163932,"PRIVATE
HIRE",18/03/2024,04/10/2024,4370,SKODA OCTAVIA,DE20 RXH,DIESEL,31/03/2020,4,NO,NO,,26
164022,"PRIVATE
HIRE",22/02/2024,06/09/2024,4371,"HYUNDAI IONIQ
PREMIUM SE",ML71 USU,HYBRID,23/09/2021,4,NO,NO,,26
164031,"PRIVATE
HIRE",20/02/2024,07/09/2024,4372,"TOYOTA PRIUS EXCEL
VVT-I",YD69 FNN,HYBRID,13/09/2019,4,NO,NO,,26
164021,"PRIVATE
HIRE",05/04/2024,05/10/2024,4374,"RENAULT MEGANE
ESTATE",MJ18 WXE,DIESEL,07/06/2018,4,NO,NO,,26
164095,"PRIVATE
HIRE",22/03/2024,21/09/2024,4375,"TOYOTA COROLLA
ICON TECH",MD71 EKK,HYBRID,14/02/2022,4,NO,NO,,26
"LICENCE
REF","LICENCE
TYPE",ISSUE DATE,"EXPIRY
DATE","PLATE
NO",VEHICLE TYPE,REG,FUEL TYPE,"DATE VEHICLE
REGISTERED","LICENSED
TO CARRY","WHEELCHAIR
ACCESSIBLE","TAILGATE
LIFT",EXECUTIVE,27
164150,"PRIVATE
HIRE",18/03/2024,17/09/2024,4376,"RENAULT MEGANE
DYNAMIQUE",MK67 VDC,DIESEL,15/09/2017,4,NO,NO,,27
164183,"PRIVATE
HIRE",10/04/2024,09/10/2024,4377,RENAULT MEGANE,MW17 UTV,DIESEL,24/07/2017,4,NO,NO,,27
164192,"PRIVATE
HIRE",15/02/2024,12/09/2024,4378,"FORD TOURNEO
CUSTOM",SG22 ONW,DIESEL,01/03/2022,8,NO,NO,,27
164254,"PRIVATE
HIRE",11/03/2024,14/09/2024,4379,"HYUNDAI IONIQ
PREMIUM SE",SL18 LBF,HYBRID,30/04/2018,4,NO,NO,,27
164318,"PRIVATE
HIRE",19/03/2024,20/09/2024,4381,HYUNDAI IONIQ,EJ18 ZDU,HYBRID,15/05/2018,4,NO,NO,,27
164476,"PRIVATE
HIRE",12/03/2024,30/09/2024,4385,HYUNDAI IONIQ,RK20 THN,HYBRID,05/03/2020,4,NO,NO,,27
164486,"PRIVATE
HIRE",12/03/2024,29/09/2024,4386,"HYUNDAI IONIQ
PREMIUM HEV",RK20 TRX,HYBRID,13/03/2020,4,NO,NO,,27
164510,"PRIVATE
HIRE",13/03/2024,29/09/2024,4387,"HYUNDAI IONIQ
PREMIUM HEV",RF21 ARZ,PETROL,21/05/2021,4,NO,NO,,27
164515,"PRIVATE
HIRE",03/04/2024,03/10/2024,4388,RENAULT MEGANE,ML17 RSV,DIESEL,23/05/2017,4,NO,NO,,27
164578,"PRIVATE
HIRE",30/10/2023,29/04/2024,4393,PEUGEOT 308 ACCESS,CN17 LUF,DIESEL,28/03/2017,4,NO,NO,,27
164568,"PRIVATE
HIRE",02/04/2024,05/10/2024,4394,"TOYOTA COROLLA
ICON TECH",FG70 USU,HYBRID,30/09/2020,4,NO,NO,,27
164621,"PRIVATE
HIRE",05/03/2024,04/09/2024,4397,"SKODA OCTAVIA SE
TECHNOLOGY",GK69 YNU,DIESEL,17/09/2019,4,NO,NO,,27
164640,"PRIVATE
HIRE",05/12/2023,04/06/2024,4398,"TOYOTA COROLLA
ICON HEV CVT",MF22 WFZ,HYBRID,14/03/2022,4,NO,NO,,27
164641,"PRIVATE
HIRE",20/12/2023,19/06/2024,4399,TOYOTA COROLLA,MF22 WGJ,HYBRID,14/03/2022,4,NO,NO,,27
164644,"PRIVATE
HIRE",26/03/2024,06/10/2024,4400,PEUGEOT 308 ACTIVE,HGZ 9661,DIESEL,01/11/2017,4,NO,NO,,27
164653,"PRIVATE
HIRE",28/03/2024,07/10/2024,4401,"SKODA OCTAVIA SE
TECHNOLOGY",SH68 OGT,DIESEL,16/11/2018,4,NO,NO,,27
164643,"PRIVATE
HIRE",12/03/2024,10/10/2024,4403,TOYOTA PRIUS,FG68 DHL,HYBRID,29/09/2018,4,NO,NO,,27
164499,"PRIVATE
HIRE",22/11/2023,21/05/2024,4404,BMW 330E SPORT,DV18 LHN,HYBRID,31/03/2018,4,NO,NO,,27
164715,"PRIVATE
HIRE",04/03/2024,17/09/2024,4405,FORD TOURNEO,KP22 TCX,DIESEL,28/03/2022,8,NO,NO,,27
164685,"PRIVATE
HIRE",02/04/2024,10/10/2024,4406,"SKODA KODIAQ SE
TECHNOLOGY",WR18 OHH,DIESEL,27/04/2018,4,NO,NO,,27
"LICENCE
REF","LICENCE
TYPE",ISSUE DATE,"EXPIRY
DATE","PLATE
NO",VEHICLE TYPE,REG,FUEL TYPE,"DATE VEHICLE
REGISTERED","LICENSED
TO CARRY","WHEELCHAIR
ACCESSIBLE","TAILGATE
LIFT",EXECUTIVE,28
164730,"PRIVATE
HIRE",26/10/2023,25/04/2024,4407,"RENAULT MEGANE
DYNAMIQUE",MM17 YOA,DIESEL,17/07/2017,4,NO,NO,,28
164739,"PRIVATE
HIRE",08/11/2023,08/05/2024,4408,TOYOTA PRIUS,MA68 GZH,HYBRID,19/09/2018,4,NO,NO,,28
164737,"PRIVATE
HIRE",12/04/2024,28/10/2024,4411,SKODA OCTAVIA,MD21 ZFR,DIESEL,25/06/2021,4,NO,NO,,28
164937,"PRIVATE
HIRE",15/04/2024,17/10/2024,4413,"TOYOTA PRIUS
BUSINESS",SJ21 CBD,HYBRID,14/08/2021,4,NO,NO,,28
164901,"PRIVATE
HIRE",15/11/2023,15/05/2024,4414,HYUNDAI IONIQ,BM19 JNZ,HYBRID,25/06/2019,4,NO,NO,,28
164955,"PRIVATE
HIRE",16/04/2024,27/10/2024,4415,DACIA LOGAN MCV,MK18 DXW,DIESEL,04/03/2018,4,NO,NO,,28
164780,"PRIVATE
HIRE",14/02/2024,13/08/2024,4417,MERCEDES BENZ,OE68 FBD,DIESEL,29/11/2018,4,NO,NO,YES,28
165005,"PRIVATE
HIRE",07/11/2023,06/05/2024,4420,TOYOTA AURIS ICON,FH17 VBX,HYBRID,13/07/2017,4,NO,NO,,28
165013,"PRIVATE
HIRE",20/10/2023,02/05/2024,4422,"TOYOTA COROLLA
ICON TECH",MW71 FLF,HYBRID,10/12/2021,4,NO,NO,,28
165001,"PRIVATE
HIRE",01/11/2023,30/04/2024,4423,"RENAULT MEGANE
EXPRESSION",MA67 EUN,DIESEL,15/11/2017,4,NO,NO,,28
165030,"PRIVATE
HIRE",06/11/2023,05/05/2024,4424,TOYOTA AURIS,LT18 MVE,HYBRID,05/03/2019,4,NO,NO,,28
165082,"PRIVATE
HIRE",02/11/2023,10/05/2024,4426,TOYOTA AURIS,EX18 CHG,HYBRID,05/03/2018,4,NO,NO,,28
165111,"PRIVATE
HIRE",31/10/2023,09/05/2024,4429,TOYOTA AURIS ICON,MA18 YPM,HYBRID,22/05/2018,4,NO,NO,,28
165145,"PRIVATE
HIRE",07/12/2023,06/06/2024,4430,"VAUXHALL
CROSSLAND",SH68 ECT,PETROL,30/10/2018,4,NO,NO,,28
165146,"PRIVATE
HIRE",14/11/2023,04/06/2024,4431,RENAULT MEGANE,MJ67 VYT,DIESEL,23/11/2017,4,NO,NO,,28
165147,"PRIVATE
HIRE",22/11/2023,21/05/2024,4432,RENAULT MEGANE,MF18 EHC,DIESEL,21/03/2018,4,NO,NO,,28
165200,"PRIVATE
HIRE",26/10/2023,08/05/2024,4433,SEAT ALHAMBRA,FG19 LZP,DIESEL,05/04/2019,6,NO,NO,,28
165235,"PRIVATE
HIRE",17/11/2023,16/05/2024,4435,TOYOTA COROLLA,MK22 HRJ,HYBRID,27/04/2022,4,NO,NO,,28
165287,"PRIVATE
HIRE",30/11/2023,05/06/2024,4437,"FORD TOURNEO
CUSTOM",MJ22 YRA,DIESEL,01/06/2022,8,NO,NO,,28
165280,"PRIVATE
HIRE",07/11/2023,11/05/2024,4438,"TOYOTA COROLLA
ICON",MA22 DND,HYBRID,22/04/2022,4,NO,NO,,28
"LICENCE
REF","LICENCE
TYPE",ISSUE DATE,"EXPIRY
DATE","PLATE
NO",VEHICLE TYPE,REG,FUEL TYPE,"DATE VEHICLE
REGISTERED","LICENSED
TO CARRY","WHEELCHAIR
ACCESSIBLE","TAILGATE
LIFT",EXECUTIVE,29
165399,"PRIVATE
HIRE",16/11/2023,18/05/2024,4443,MERCEDES BENZ,HA55 CEB,DIESEL,19/09/2017,4,NO,NO,,29
165417,"PRIVATE
HIRE",27/11/2023,30/05/2024,4445,"TOYOTA COROLLA
ICON",MA22 CHO,HYBRID,10/05/2022,4,NO,NO,,29
165418,"PRIVATE
HIRE",23/11/2023,22/05/2024,4446,"TOYOTA COROLLA
ICON",MA22 CHZ,HYBRID,10/05/2022,4,NO,NO,,29
165436,"PRIVATE
HIRE",01/12/2023,07/06/2024,4448,"TOYOTA AURIS
DESIGN",MA18 OVR,HYBRID,27/03/2018,4,NO,NO,,29
165449,"PRIVATE
HIRE",27/11/2023,26/05/2024,4449,FORD MONDEO,FE18 WZV,DIESEL,16/03/2018,4,NO,NO,,29
165525,"PRIVATE
HIRE",05/12/2023,08/06/2024,4452,SKODA OCTAVIA,BJ19 VYM,PETROL,21/03/2019,4,NO,NO,,29
165529,"PRIVATE
HIRE",24/11/2023,30/05/2024,4454,TOYOTA COROLLA,MT22 FFX,HYBRID,19/05/2022,4,NO,NO,,29
165487,"PRIVATE
HIRE",07/12/2023,07/06/2024,4455,SKODA OCTAVIA,YD68 JDV,DIESEL,19/02/2019,4,NO,NO,,29
165570,"PRIVATE
HIRE",07/11/2023,01/06/2024,4456,TOYOTA COROLLA,MT22 GYF,HYBRID,17/05/2022,4,NO,NO,,29
165571,"PRIVATE
HIRE",13/12/2023,30/06/2024,4457,TOYOTA COROLLA,MT22 GYA,HYBRID,17/05/2022,4,NO,NO,,29
165612,"PRIVATE
HIRE",21/12/2023,20/06/2024,4460,RENAULT MEGANE,MJ67 WBW,DIESEL,06/11/2017,4,NO,NO,,29
165573,"PRIVATE
HIRE",22/12/2023,21/06/2024,4461,RENAULT MEGANE,AV20 PVZ,DIESEL,10/07/2020,4,NO,NO,,29
165672,"PRIVATE
HIRE",05/02/2024,04/08/2024,4463,TOYOTA AURIS,HF68 VGT,HYBRID,03/09/2018,4,NO,NO,,29
165688,"PRIVATE
HIRE",02/01/2024,01/07/2024,4464,RENAULT MEGANE,MK67 FXA,DIESEL,05/09/2017,4,NO,NO,,29
165704,"PRIVATE
HIRE",05/12/2023,08/06/2024,4465,"MERCEDES BENZ GLA
200",SL18 VTX,DIESEL,14/06/2018,4,NO,NO,,29
165736,"PRIVATE
HIRE",04/01/2024,03/07/2024,4466,TOYOTA COROLLA,YH21 CCK,HYBRID,30/03/2021,4,NO,NO,,29
165713,"PRIVATE
HIRE",08/12/2023,12/06/2024,4467,TOYOTA AURIS,RV68 EFP,HYBRID,12/09/2018,4,NO,NO,,29
165800,"PRIVATE
HIRE",13/12/2023,14/06/2024,4470,SUZUKI VITARA,LV68 BVC,PETROL,31/10/2018,4,NO,NO,,29
165855,"PRIVATE
HIRE",16/01/2024,15/07/2024,4472,TOYOTA AURIS,FM18 VCX,HYBRID,20/07/2018,4,NO,NO,,29
165778,"PRIVATE
HIRE",22/01/2024,21/07/2024,4473,"MERCEDES BENZ E
220",KN18 WKB,DIESEL,12/03/2018,4,NO,NO,YES,29
"LICENCE
REF","LICENCE
TYPE",ISSUE DATE,"EXPIRY
DATE","PLATE
NO",VEHICLE TYPE,REG,FUEL TYPE,"DATE VEHICLE
REGISTERED","LICENSED
TO CARRY","WHEELCHAIR
ACCESSIBLE","TAILGATE
LIFT",EXECUTIVE,30
165810,"PRIVATE
HIRE",08/12/2023,14/06/2024,4474,"TOYOTA COROLLA
ICON",MW22 ENN,HYBRID,07/06/2022,4,NO,NO,,30
165851,"PRIVATE
HIRE",12/12/2023,15/06/2024,4476,SKODA OCTAVIA,GJ68 HYU,DIESEL,21/11/2018,4,NO,NO,,30
165901,"PRIVATE
HIRE",11/12/2023,13/06/2024,4477,TOYOTA AURIS,WJ68 NXC,HYBRID,11/10/2018,4,NO,NO,,30
165846,"PRIVATE
HIRE",29/11/2023,20/06/2024,4478,HYUNDAI I30,EX18 ZNE,DIESEL,01/03/2018,4,NO,NO,,30
165978,"PRIVATE
HIRE",07/03/2024,06/09/2024,4479,"RENAULT MEGANE
EXPRESSION",MJ67 WAA,DIESEL,27/11/2017,4,NO,NO,,30
165891,"PRIVATE
HIRE",30/11/2023,23/06/2024,4480,"HYUNDAI IONIQ SE
HEV S-A",EA68 UJP,HYBRID,28/09/2018,4,NO,NO,,30
166063,"PRIVATE
HIRE",19/12/2023,29/06/2024,4482,"TOYOTA C-HR ICON
HEV CVT",LV70 YTX,HYBRID,29/12/2020,4,NO,NO,,30
165969,"PRIVATE
HIRE",24/11/2023,13/06/2024,4484,PEUGEOT 308,P999 SYM,PETROL,16/01/2019,4,NO,NO,,30
166102,"PRIVATE
HIRE",18/12/2023,26/06/2024,4485,"TOYOTA COROLLA
ICON TECH",FP70 PGX,HYBRID,30/10/2020,4,NO,NO,,30
166104,"PRIVATE
HIRE",16/01/2024,15/07/2024,4486,TOYOTA COROLLA,MV20 ZKZ,HYBRID,03/03/2020,4,NO,NO,,30
166106,"PRIVATE
HIRE",10/01/2024,09/07/2024,4487,RENAULT MEGANE,MD18 AZW,DIESEL,17/07/2018,4,NO,NO,,30
166113,"PRIVATE
HIRE",28/12/2023,13/07/2024,4488,TOYOTA PRIUS,MV69 VJJ,HYBRID,04/09/2019,6,NO,NO,,30
166209,"PRIVATE
HIRE",02/02/2024,01/08/2024,4489,"TOYOTA AURIS
DESIGN HEV",P8 JKR,HYBRID,25/01/2019,4,NO,NO,,30
166205,"PRIVATE
HIRE",15/01/2024,17/07/2024,4491,BMW 216D SE AUTO,SB21 XKA,DIESEL,26/05/2021,6,NO,NO,,30
166297,"PRIVATE
HIRE",15/03/2024,14/09/2024,4493,FORD KUGA TITANIUM,FN68 BHY,DIESEL,17/09/2018,4,NO,NO,,30
166435,"PRIVATE
HIRE",24/01/2024,24/07/2024,4494,"TOYOTA COROLLA
ICON HEV",YF20 KFX,HYBRID,29/06/2020,4,NO,NO,,30
166330,"PRIVATE
HIRE",29/01/2024,28/07/2024,4495,HYUNDAI IONIQ,KY21 ZPZ,HYBRID,21/04/2021,4,NO,NO,,30
166387,"PRIVATE
HIRE",19/01/2024,18/07/2024,4496,TOYOTA COROLLA,FP70 PKE,HYBRID,30/10/2020,4,NO,NO,,30
166372,"PRIVATE
HIRE",08/01/2024,19/07/2024,4498,TOYOTA COROLLA,MM22 VVA,HYBRID,08/07/2022,4,NO,NO,,30
166394,"PRIVATE
HIRE",19/01/2024,20/07/2024,4499,MG5 EV,MW71 WWF,ELECTRIC,02/12/2021,4,NO,NO,,30
"LICENCE
REF","LICENCE
TYPE",ISSUE DATE,"EXPIRY
DATE","PLATE
NO",VEHICLE TYPE,REG,FUEL TYPE,"DATE VEHICLE
REGISTERED","LICENSED
TO CARRY","WHEELCHAIR
ACCESSIBLE","TAILGATE
LIFT",EXECUTIVE,31
166424,"PRIVATE
HIRE",11/04/2024,10/10/2024,4500,HYUNDAI IONIQ,EF70 HZV,ELECTRIC,21/12/2020,4,NO,NO,,31
166429,"PRIVATE
HIRE",05/03/2024,04/09/2024,4501,"VOLKSWAGON GOLF
SE NAVIGATION TDI
BMT S-A",EJ67 YNM,DIESEL,19/12/2017,4,NO,NO,,31
166477,"PRIVATE
HIRE",17/01/2024,09/08/2024,4503,SEAT ALHAMBRA,AV68 HZH,DIESEL,31/10/2018,6,NO,NO,,31
166493,"PRIVATE
HIRE",27/02/2024,12/09/2024,4505,"RENAULT MEGANE
PLAY BLUE",MA69 LFJ,DIESEL,26/11/2019,4,NO,NO,,31
166531,"PRIVATE
HIRE",27/02/2024,26/08/2024,4506,"RENAULT MEGANE
EXPRESSION",MJ67 VWV,DIESEL,15/11/2017,4,NO,NO,,31
166538,"PRIVATE
HIRE",31/01/2024,08/08/2024,4507,SKODA KODIAQ,VO18 UJZ,DIESEL,28/06/2018,6,NO,NO,,31
166599,"PRIVATE
HIRE",14/02/2024,13/08/2024,4508,"SKODA OCTAVIA SE
TECHNOLOGY",WP19 MOF,DIESEL,13/05/2019,4,NO,NO,,31
166566,"PRIVATE
HIRE",02/02/2024,22/08/2024,4510,PEUGEOT 308 ALLURE,MK67 GOU,DIESEL,29/09/2017,4,NO,NO,,31
167546,"PRIVATE
HIRE",25/03/2024,26/09/2024,4511,TOYOTA COROLLA,MD22 HHF,HYBRID,05/08/2022,4,NO,NO,,31
167700,"PRIVATE
HIRE",13/03/2024,12/09/2024,4513,"VW GOLF SE
NAVIGATION",VE67 XJK,DIESEL,27/02/2018,4,NO,NO,,31
167602,"PRIVATE
HIRE",18/03/2024,17/09/2024,4514,SKODA OCTAVIA,GM21 LGO,HYBRID,25/06/2021,4,NO,NO,,31
167847,"PRIVATE
HIRE",27/02/2024,26/08/2024,4516,"MERCEDES VITO 114
BLUETEC",KT19 NUY,DIESEL,01/07/2019,8,NO,NO,,31
167874,"PRIVATE
HIRE",22/02/2024,28/08/2024,4517,"VOLVO V6
INSCRIPTION",TP10 TEN,DIESEL,08/01/2019,4,NO,NO,YES,31
167881,"PRIVATE
HIRE",06/02/2024,01/09/2024,4518,KIA NIRO 3 HEV,LC70 NVF,HYBRID,02/11/2020,4,NO,NO,,31
167947,"PRIVATE
HIRE",22/03/2024,21/09/2024,4519,"RENAULT MEGANE
EXPRESSION",MT67 LWF,DIESEL,23/11/2017,4,NO,NO,,31
168403,"PRIVATE
HIRE",13/03/2024,13/09/2024,4524,VAUXHALL ASTRA SRI,TV18 AJV,DIESEL,16/04/2019,4,NO,NO,,31
168537,"PRIVATE
HIRE",29/02/2024,13/09/2024,4527,"SKODA OCTAVIA SE
TECHNOLOGY",SD19 RVK,DIESEL,02/08/2019,4,NO,YES,,31
168443,"PRIVATE
HIRE",07/03/2024,26/09/2024,4528,"TOYOTA COROLLA
ICON",DF19 YJR,HYBRID,31/05/2019,4,NO,NO,,31
168534,"PRIVATE
HIRE",12/04/2024,16/10/2024,4529,"TOYOTA CAMRY
EXCEL",KV70 MYJ,HYBRID,18/09/2020,4,NO,NO,,31
168542,"PRIVATE
HIRE",08/04/2024,18/10/2024,4530,"NISSAN QASHQAI
TEKNA",MK19 GXO,DIESEL,18/03/2019,4,NO,NO,,31
"LICENCE
REF","LICENCE
TYPE",ISSUE DATE,"EXPIRY
DATE","PLATE
NO",VEHICLE TYPE,REG,FUEL TYPE,"DATE VEHICLE
REGISTERED","LICENSED
TO CARRY","WHEELCHAIR
ACCESSIBLE","TAILGATE
LIFT",EXECUTIVE,32
168585,"PRIVATE
HIRE",25/03/2024,03/10/2024,4531,SKODA KODIAQ SE,FV18 BZN,DIESEL,23/05/2018,6,NO,NO,,32
168799,"PRIVATE
HIRE",16/04/2024,16/10/2024,4532,KIA CEED,AK67 DRO,DIESEL,30/10/2017,4,NO,NO,,32
168721,"PRIVATE
HIRE",21/03/2024,04/10/2024,4533,TOYOTA COROLLA,MK72 PUA,HYBRID,09/09/2022,4,NO,NO,,32
168666,"PRIVATE
HIRE",25/03/2024,24/09/2024,4534,TOYOTA PRIUS,MK72 PMY,HYBRID,15/09/2022,4,NO,NO,,32
168802,"PRIVATE
HIRE",09/04/2024,04/11/2024,4535,"VW PASSAT SE
BUSINESS",FM67 LTJ,DIESEL,15/02/2018,4,NO,NO,,32
168859,"PRIVATE
HIRE",04/03/2024,28/09/2024,4538,HYUNDAI TUCSON,MJ22 FVR,HYBRID,31/03/2022,4,NO,NO,,32
168871,"PRIVATE
HIRE",02/04/2024,30/10/2024,4540,"RENAULT MEGANE
EXPRESSION",MT67 LVZ,DIESEL,14/12/2017,4,NO,NO,,32
168856,"PRIVATE
HIRE",24/10/2023,23/04/2024,4541,TOYOTA PRIUS PLUS,AD68 EKV,HYBRID,31/01/2019,6,NO,NO,,32
169031,"PRIVATE
HIRE",25/10/2023,30/04/2024,4544,BMW 218I SE AUTO,BF19 WVX,PETROL,31/05/2019,6,NO,NO,,32
169008,"PRIVATE
HIRE",03/04/2024,11/10/2024,4545,TOYOTA COROLLA,MA72 VVJ,HYBRID,29/09/2022,4,NO,NO,,32
169144,"PRIVATE
HIRE",21/03/2024,10/10/2024,4546,MERCEDES VITO,Y400 HYA,DIESEL,11/03/2019,8,NO,NO,,32
169176,"PRIVATE
HIRE",16/04/2024,18/10/2024,4548,MG5 EV,RK72 CGG,ELECTRIC,30/09/2022,4,NO,NO,,32
169350,"PRIVATE
HIRE",22/03/2024,16/10/2024,4551,SEAT LEON FR SPORT,MT19 AHL,PETROL,30/03/2019,4,NO,NO,,32
169380,"PRIVATE
HIRE",03/04/2024,27/10/2024,4553,"MERCEDES VITO
114CDI TOURER",ML72 OEY,DIESEL,12/10/2022,8,NO,NO,YES,32
